NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|NRO_DOC_FISCAL|FUENTE|SISTEMA|FECHA_EMISION|FECHA_VTO|MONEDA|CHARGE_NET_AMOUNT|CHARGE_IGV_INVOICE|CHARGE_TOTAL_AMOUNT
2056762434|CLIENT_00342|503427421|984532347|S9AA-0082087245|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|47.40|8.53|55.93
2070061501|CLIENT_00344|472278021|583040067|S9AA-0081821689|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|53.33|9.60|62.93
2098309864|CLIENT_00512|88463795|401447406|S9AA-0081936720|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|50.96|9.17|60.13
2020587286|CLIENT_00074|65329185|175191306|S9AA-0081650419|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|68.10|12.26|80.36
2051682890|CLIENT_00374|23831906|584819506|S9AA-0082317371|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|97.11|17.48|114.59
2006121666|CLIENT_00662|154096131|526723757|S9AA-0082486519|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|53.33|9.60|62.93
2028858667|CLIENT_00821|87664306|100248857|S9AA-0081855831|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|20.71|3.72|24.43
2010132504|CLIENT_00485|97971595|652425406|S9AA-0081858818|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|101.80|18.32|120.12
2050348529|CLIENT_00770|96289595|106306406|S9AA-0081772568|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|78.84|14.19|93.03
2020514932|CLIENT_00614|33041185|632327757|S9AA-0082330972|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|88.56|15.95|104.51
2046058498|CLIENT_00633|64907795|715297406|S9AA-0082446591|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|62.24|11.19|73.43
2060838699|CLIENT_00947|680441621|145349257|S9AA-0081924192|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|41.47|7.46|48.93
2098363854|CLIENT_00063|85883006|081430506|S9AA-0081686163|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|101.68|18.31|119.98
2080448535|CLIENT_00965|784214511|997616837|S9AA-0081931055|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|54.80|9.88|64.68
2087942739|CLIENT_00546|40894306|650890247|S9AA-0082078340|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|16.55|2.98|19.53
2081136919|CLIENT_00294|40815595|083465406|S9AA-0082074868|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|106.01|19.08|125.09
2024177972|CLIENT_00132|00147116|380284537|S9AA-0082051698|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|65.20|11.73|76.93
2028858667|CLIENT_00821|87664306|340248857|S9AA-0081855834|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|20.71|3.72|24.43
2028858667|CLIENT_00821|87664306|851638857|S9AA-0081855827|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|20.71|3.72|24.43
2087955899|CLIENT_00308|51760006|693699406|S9AA-0082170178|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|53.33|9.60|62.93
2082130032|CLIENT_00923|646582711|428008847|S9AA-0082450708|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|106.72|19.21|125.93
2074628342|CLIENT_00213|57359006|139090506|S9AA-0081824535|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|94.98|17.09|112.07
2005150947|CLIENT_00073|44741106|548521506|S9AA-0082420758|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|50.31|9.05|59.36
2095488337|CLIENT_00876|299076331|524818757|S9AA-0081976746|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|100.79|18.14|118.93
2047585517|CLIENT_00754|914343231|860755657|S9AA-0082209928|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|41.47|7.46|48.93
2058413599|CLIENT_00258|383387231|747803657|S9AA-0081898611|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|30.68|5.51|36.19
2037021331|CLIENT_00121|58706806|283368506|S9AA-0081911240|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|16.55|2.98|19.53
2021159453|CLIENT_00381|74034206|525942506|S9AA-0082429455|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|32.39|5.83|38.22
2045121201|CLIENT_00767|992659121|994882957|S9AA-0082046129|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|65.20|11.73|76.93
2006121666|CLIENT_00662|154096131|102596067|S9AA-0082487246|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|53.33|9.60|62.93
2032243442|CLIENT_00656|944798511|464331147|S9AA-0082467101|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|47.40|8.53|55.93
2042647818|CLIENT_00266|28064185|719519737|S9AA-0081887803|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|21.35|3.85|25.20
2032219870|CLIENT_00462|846487901|940692657|S9AA-0082460147|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|100.43|18.08|118.51
2057311015|CLIENT_00341|982413211|001444547|S9AA-0081949131|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|94.86|17.07|111.93
2039576863|CLIENT_00191|33969485|830969947|S9AA-0082329838|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|14.00|2.52|16.52
2092536593|CLIENT_00425|964976321|925975657|S9AA-0081777861|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|53.33|9.60|62.93
2050878096|CLIENT_00515|32297206|245192506|S9AA-0082239416|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|48.29|8.69|56.98
2028712026|CLIENT_00204|01421516|462026606|S9AA-0082127312|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|35.36|6.36|41.72
1002436750|CLIENT_00326|89053195|243341406|S9AA-0082031366|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|96.34|17.34|113.68
2006444294|CLIENT_00359|14287306|344073506|S9AA-0082394955|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|119.77|21.56|141.33
1003385935|CLIENT_00953|57782806|772628506|S9AA-0081824771|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|179.10|32.24|211.33
2085992497|CLIENT_00065|85425595|356731747|S9AA-0081690044|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|21.66|3.89|25.55
2021159453|CLIENT_00381|73724206|715942506|S9AA-0082360366|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|65.25|11.75|77.00
2038929902|CLIENT_00682|03595906|158359506|S9AA-0082300144|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|52.44|9.44|61.88
2006459799|CLIENT_00837|22696485|647974306|S9AA-0082229563|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|62.23|11.20|73.43
2062894104|CLIENT_00158|90856906|155881537|S9AA-0082120828|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|122.09|21.97|144.06
2002092029|CLIENT_00289|57537295|841052747|S9AA-0081828278|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|88.92|16.01|104.93
2074129386|CLIENT_00882|33559616|745718857|S9AA-0082331196|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|71.13|12.80|83.93
2013024222|CLIENT_00365|640401021|887482337|S9AA-0082448984|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|91.66|16.49|108.15
2028712026|CLIENT_00204|107079531|105523167|S9AA-0082064211|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|118.52|21.34|139.86
2096711703|CLIENT_00428|581765021|956134437|S9AA-0081913301|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|20.71|3.72|24.43
2001047693|CLIENT_00315|81792506|232316506|S9AA-0082196200|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|47.40|8.53|55.93
2056365469|CLIENT_00804|730587531|356540167|S9AA-0082375056|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|310.49|55.89|366.38
2013054362|CLIENT_00790|219773321|126536047|S9AA-0082147265|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|45.91|8.27|54.18
2053805361|CLIENT_00167|39746895|419578406|S9AA-0081980014|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|23.73|4.27|28.00
2098363854|CLIENT_00063|74454006|461430506|S9AA-0082429375|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|94.86|17.07|111.93
2082647868|CLIENT_00292|88402006|619903057|S9AA-0081941143|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|19.81|3.57|23.38
2014332657|CLIENT_00751|723647311|693599227|S9AA-0082275513|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|88.92|16.01|104.93
2028858667|CLIENT_00821|87664306|379148857|S9AA-0081855829|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|20.71|3.72|24.43
2015985357|CLIENT_00738|72783985|781749306|S9AA-0082273157|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|16.62|2.98|19.60
2028712026|CLIENT_00204|68012516|272026606|S9AA-0081920040|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|38.57|6.93|45.50
2040445117|CLIENT_00255|683942421|292608067|S9AA-0081925641|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|55.99|10.09|66.08
2003372653|CLIENT_00854|59662385|127846257|S9AA-0082001864|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|59.26|10.67|69.93
2006563540|CLIENT_00639|14684316|392571257|S9AA-0082399302|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|41.47|7.46|48.93
2045546222|CLIENT_00594|241572321|215104047|S9AA-0082406481|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|80.62|14.51|95.13
2006121666|CLIENT_00662|154096131|359489557|S9AA-0082486295|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|53.33|9.60|62.93
2030936191|CLIENT_00715|149263621|477134947|S9AA-0082398847|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|65.20|11.73|76.93
2003193070|CLIENT_00024|548985331|842756757|S9AA-0082443162|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|87.74|15.79|103.53
2023761450|CLIENT_00148|472623421|166045247|S9AA-0081819089|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|41.47|7.46|48.93
2026807327|CLIENT_00677|64288416|144113047|S9AA-0082449776|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|74.69|13.44|88.13
2016641872|CLIENT_00659|56917616|167977537|S9AA-0081740811|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|53.33|9.60|62.93
2028712026|CLIENT_00204|044705331|956325757|S9AA-0082391410|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|142.32|25.61|167.93
2045106571|CLIENT_00547|97428616|132533657|S9AA-0081864030|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|97.76|17.60|115.36
2053392902|CLIENT_00867|871938221|171224937|S9AA-0081853237|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|50.06|9.02|59.08
2093660214|CLIENT_00375|11905906|711949506|S9AA-0082135816|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|93.08|16.75|109.83
2071170607|CLIENT_00207|14288385|367995647|S9AA-0082398481|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|120.96|21.77|142.73
2097068950|CLIENT_00228|07000575|297680803|S1AA-0052206530|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|14.83|2.67|17.50
2032184225|CLIENT_00719|84851895|753638406|S9AA-0082455166|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|128.73|23.17|151.90
2045850656|CLIENT_00652|50693706|837264947|S9AA-0082088003|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|118.59|21.34|139.93
2036631349|CLIENT_00307|289009821|958134057|S9AA-0081889220|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|77.06|13.87|90.93
2093305474|CLIENT_00330|82736316|703553606|S9AA-0082282944|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|249.15|44.85|294.00
2014616173|CLIENT_00793|73449016|683211606|S9AA-0082360671|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|50.13|9.02|59.15
2063960356|CLIENT_00283|81629595|405689757|S9AA-0082201368|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|100.79|18.14|118.93
2078606158|CLIENT_00640|60803995|756729406|S9AA-0082092318|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|129.33|23.28|152.60
1042862786|CLIENT_00787|38392116|173211606|S9AA-0081893948|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|132.83|23.91|156.73
2013054362|CLIENT_00790|219773321|181410067|S9AA-0082150092|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|67.93|12.22|80.15
2019351028|CLIENT_00937|49543006|779417257|S9AA-0081993127|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|44.20|7.95|52.15
2057929173|CLIENT_00899|232251311|919916247|S9AA-0082320372|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|34.58|6.23|40.81
2060375617|CLIENT_00383|216638511|069594037|S1AA-0051827134|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|29.96|5.39|35.35
2024168687|CLIENT_00698|40347606|568656547|S9AA-0082078680|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|100.79|18.14|118.93
2077915427|CLIENT_00955|27159116|814412606|S9AA-0081798933|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|41.47|7.46|48.93
2044791755|CLIENT_00554|16502516|980105606|S9AA-0081704003|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|38.27|6.88|45.15
2071395567|CLIENT_00118|491813321|469627067|S9AA-0081994630|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|65.19|11.74|76.93
2070083854|CLIENT_00585|36732306|972913506|S9AA-0081720881|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|235.33|42.36|277.69
2074271284|CLIENT_00038|25301575|498947501|S1AA-0052076857|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|42.35|7.63|49.98
2011722087|CLIENT_00088|46817685|210386306|S9AA-0081728608|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|64.01|11.52|75.53
2035835869|CLIENT_00900|62273575|524273443|S1AA-0051900395|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|27.23|4.90|32.13
1038544262|CLIENT_00966|03801575|293330473|S1AA-0051921360|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|14.76|2.67|17.43
2019373121|CLIENT_00747|36672575|569729501|S1AA-0052158546|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|36.41|6.57|42.98
2024687919|CLIENT_00136|40231575|067293063|S1AA-0051757655|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|14.76|2.67|17.43
2095839381|CLIENT_00231|201758411|797234747|S9AA-0082018495|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|71.13|12.80|83.93
2052019028|CLIENT_00034|09551795|934586147|S9AA-0081957186|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|128.08|23.05|151.13
2060200980|CLIENT_00350|62740575|730307413|S1AA-0051900050|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|59.26|10.67|69.93
2060838699|CLIENT_00947|680441621|260018547|S9AA-0081923146|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|41.47|7.46|48.93
2037021331|CLIENT_00121|22275575|379930983|S1AA-0052044296|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|867.65|156.17|1023.82
2081571842|CLIENT_00996|37920575|206538401|S1AA-0052226577|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|32.56|5.87|38.43
2093365484|CLIENT_00200|46430575|316714617|S1AA-0052167319|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|49.18|8.86|58.03
2096031193|CLIENT_00429|511658121|361090737|S1AA-0051834170|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|61.45|3.72|65.17
2050440165|CLIENT_00596|03677575|488331601|S1AA-0051920227|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|19.88|3.57|23.45
2007950781|CLIENT_00069|46400575|648536703|S1AA-0052165391|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|18.62|3.36|21.98
2077617839|CLIENT_00036|75015575|146223937|S1AA-0052120108|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|74.69|13.44|88.13
2013641602|CLIENT_00728|324491021|351964337|S9AA-0082241592|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|84.60|15.23|99.82
2066331018|CLIENT_00601|73991575|475838023|S1AA-0051968280|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|71.13|12.80|83.93
1038544262|CLIENT_00966|03801575|777024503|S1AA-0051920348|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|38.49|6.94|45.43
2060375617|CLIENT_00383|216638511|302025827|S1AA-0051827104|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|28.95|5.21|34.16
2086906355|CLIENT_00933|23560575|143172533|S1AA-0051934418|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|32.98|5.94|38.92
2005799938|CLIENT_00146|56862575|382951601|S1AA-0052172132|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|5.94|1.06|7.00
2082156443|CLIENT_00237|09763575|528665443|S1AA-0052349809|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|20.35|3.66|24.01
2091840603|CLIENT_00602|933282531|533692067|S9AA-0082392068|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|61.92|11.16|73.08
2067006652|CLIENT_00878|24445575|719310593|S1AA-0052003400|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|59.86|10.77|70.63
2027441094|CLIENT_00355|88103575|424078533|S1AA-0052335961|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|27.83|5.00|32.83
2098363854|CLIENT_00063|80290575|421513101|S1AA-0051777155|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|2375.49|427.59|2803.08
2096933668|CLIENT_00492|449021321|465480047|S1AA-0052018158|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|20.47|3.68|24.15
2076939161|CLIENT_00387|95100575|148103303|S1AA-0052124577|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|64.96|11.69|76.65
2045546222|CLIENT_00594|00573795|897514067|S9AA-0082055162|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|88.92|16.01|104.93
2090103192|CLIENT_00254|13083575|742969543|S1AA-0051927754|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|17.74|3.19|20.93
2046969172|CLIENT_00607|22121575|281342233|S1AA-0052043407|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|18.98|3.42|22.40
2024687919|CLIENT_00136|40231575|471023063|S1AA-0051757652|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|13.87|2.51|16.38
2003418714|CLIENT_00435|498701821|148491947|S1AA-0051699251|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|6423.72|1156.02|7579.74
2044479748|CLIENT_00957|79692575|647072453|S1AA-0051716798|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|17.79|3.21|21.00
2033511601|CLIENT_00117|11430575|385030103|S1AA-0051818125|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|64.96|11.69|76.65
2013237934|CLIENT_00303|80790575|138430103|S1AA-0051777288|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|24.56|4.42|28.98
2084347031|CLIENT_00887|435846421|343721347|S8AA-0008099721|FACTURACION CICLICA|AMDOCS|20260627|2026-07-13|PEN|237.23|42.70|279.93
2086602695|CLIENT_00868|34761575|411551803|S1AA-0052008913|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|184.18|12.80|196.98
2052009555|CLIENT_00491|34863575|160706563|S1AA-0052009640|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|59.26|10.67|69.93
2095007193|CLIENT_00907|01754575|035241403|S1AA-0051790993|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|48.94|8.81|57.75
2051224691|CLIENT_00014|58660575|620373103|S1AA-0052315180|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|29.01|5.22|34.23
2060200980|CLIENT_00350|62740575|340233203|S1AA-0051893072|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|31.38|5.65|37.03
2001605530|CLIENT_00869|19017575|526082503|S1AA-0051675348|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|21.77|3.92|25.69
2095370945|CLIENT_00679|74084575|745279363|S1AA-0052050548|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|13.22|2.39|15.61
2024687919|CLIENT_00136|40231575|891085101|S1AA-0052035860|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|87.85|15.82|103.67
2050504401|CLIENT_00673|462851321|152941047|S1AA-0052167846|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|18.92|3.41|22.33
2042422772|CLIENT_00369|77627706|621187506|S9AA-0081842011|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|16.44|2.95|19.39
2073533879|CLIENT_00382|54366285|843962306|S9AA-0082436857|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|50.37|9.07|59.43
2081042486|CLIENT_00385|10560575|747353583|S1AA-0051744602|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|71.13|12.80|83.93
2086851615|CLIENT_00905|70647575|621764157|S1AA-0051815298|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|17.79|3.21|21.00
2019210260|CLIENT_00852|06932575|927387803|S1AA-0052138182|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|46.21|8.32|54.53
2075863671|CLIENT_00860|56562795|551637406|S9AA-0081738098|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|55.35|9.96|65.31
2006477444|CLIENT_00815|10405516|624523957|S9AA-0082063485|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|12.39|2.24|14.63
2099316748|CLIENT_00768|55121575|623481403|S1AA-0052097363|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|131.53|11.20|142.73
2078675402|CLIENT_00687|842962221|389931837|S1AA-0052058837|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|14.47|2.61|17.08
2088342501|CLIENT_00581|171923611|616390727|S9AA-0081791815|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|46.14|8.32|54.46
2005224522|CLIENT_00746|176314621|760595657|S1AA-0052217759|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|112.65|20.28|132.93
2062666590|CLIENT_00169|19101575|854447403|S1AA-0052349292|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|30.25|5.45|35.70
2046058498|CLIENT_00633|67570575|483029873|S1AA-0052248129|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|64.89|11.69|76.58
2098378939|CLIENT_00598|21702575|045722493|S1AA-0051826372|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|43.13|7.76|50.89
2095007193|CLIENT_00907|01754575|535241403|S1AA-0051790994|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|140.24|25.24|165.48
2060200980|CLIENT_00350|62740575|337301103|S1AA-0051893027|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|31.38|5.65|37.03
2045175160|CLIENT_00740|08960575|038324703|S1AA-0052281282|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|166.40|29.95|196.35
2005896521|CLIENT_00455|68763575|417909643|S1AA-0052322659|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|25.80|4.65|30.45
2019351028|CLIENT_00937|96637575|811632357|S1AA-0052203626|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|8.90|1.60|10.50
2080300027|CLIENT_00295|23092285|887922306|S9AA-0082315873|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|70.11|12.63|82.74
2098293784|CLIENT_00265|81864316|075729637|S9AA-0082198704|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|144.93|26.08|171.01
2007125725|CLIENT_00268|979877511|135400357|S1AA-0052278375|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|44.20|7.95|52.15
2084074807|CLIENT_00310|50984575|898430143|S1AA-0051764282|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|39.69|7.14|46.83
2016142658|CLIENT_00521|71440575|539301103|S1AA-0051845375|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|10.32|1.86|12.18
2064808256|CLIENT_00329|535599421|096285957|S1AA-0051960037|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|88.92|16.01|104.93
2061607083|CLIENT_00007|375143221|891428847|S1AA-0052230133|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|50.13|9.02|59.15
2039137544|CLIENT_00939|28944575|696381503|S1AA-0052294981|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|46.21|8.32|54.53
2028216422|CLIENT_00862|31060575|878161103|S1AA-0051797734|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|62.52|11.26|73.78
2076630547|CLIENT_00041|212224621|594972647|S9AA-0082147831|FACTURACION CICLICA|AMDOCS|20260601|2026-06-17|PEN|58.08|10.45|68.53
2071656712|CLIENT_00163|22415575|022430803|S1AA-0052043112|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|62.29|11.21|73.50
2012453412|CLIENT_00293|85194575|733092663|S1AA-0052125467|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|27.76|5.00|32.76
2060200980|CLIENT_00350|62740575|074307413|S1AA-0051900055|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|31.38|5.65|37.03
2005896521|CLIENT_00455|68763575|444338253|S1AA-0052322748|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|48.94|8.81|57.75
2061607083|CLIENT_00007|375143221|481218347|S1AA-0052229501|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|64.01|11.52|75.53
2086602695|CLIENT_00868|34761575|612551803|S1AA-0052008914|FACTURACION CICLICA|AMDOCS|20260605|2026-06-21|PEN|46.21|8.32|54.53
