SEGMENTO_PAIS|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|CICLO|FECHAALTA|STATUS_DESC|LN_PLAN_DESC|LN_SUBSCRIBER_STATUS_DESC|INT_PLAN_DESC|INT_ORIGINAL_ACTIVATION_DATE|TV_PLAN_DESC|TV_ORIGINAL_ACTIVATION_DATE|TV_TECNOLOGIA|TV_SERVICE_TECHNOLOGY|TV_SUBSCRIBER_STATUS_DESC|SUB_MAIN_OFFER_DESC|INT_SUBSCRIBER_STATUS_DESC|SUB_MAIN_OFFER_TRIODUO|ES_MOVISTARTOTAL|DESCUENTO_PROMOCION_PRODUCTO_DESC|DECOS_CANTIDAD
SEGMENTO_004|2051609298|CLIENT_00844|822584421|871428247|15|2023-11-30 00:00:00|Active|||MOV INTERNET CAD DUO RA S23|2023-11-30 11:51:43|TV ESTANDAR HD DUO S23|2023-11-30 11:51:45|HFC|CATV|Active|Duo Internet Estandar HD RA S23|Active|Duos TV BA|0||2
SEGMENTO_004|2042836144|CLIENT_00920|42960185|336501306|17|2008-10-27 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2020-06-18 00:00:00|TV ESTANDAR|2020-06-18 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2060001107|CLIENT_00314|41317295|245972406|17|2000-04-16 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2021-07-18 00:00:00|TV ESTANDAR|2021-07-18 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Fideliza Porc Internet 95% x 6 Meses, Fideliza Porc TV 95% x 6 Meses, Fideliza Porc Voz 95% x 6 Meses|5
SEGMENTO_004|2065581182|CLIENT_00019|04635706|036467506|31|2014-06-16 00:00:00|Active|MOVISTAR VOZ TMU S23|Active|MOV INTERNET CAF RA S23|2021-07-20 00:00:00|TV ESTANDAR HD A S23|2023-12-28 12:49:24|HFC|CATV|Active|Trio Mov. Voz Int. Estandar HD RA S23|Active|Trios CATV|0||2
SEGMENTO_004|2052573387|CLIENT_00197|14445206|027916737|31|2023-03-08 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-03-08 20:00:17||||||Internet Movistar RA D22|Active|MonoInt|0|Fideliza Porc Internet 25% x 6 Meses|
SEGMENTO_002|2025935157|CLIENT_00401|48267985|485689306|31|2019-08-10 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-08-10 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2060056891|CLIENT_00140|70859285|861692306|31|1985-05-14 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2020-07-01 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2020514932|CLIENT_00614|33041185|382411306|31|2013-11-06 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAF RA|2019-01-29 00:00:00|TV ESTANDAR HD A|2019-01-29 00:00:00|FTTH|CATV|Active|Trío Mov. Voz Internet Estandar HD RA D22|Active|Trios CATV|0||4
SEGMENTO_004|2096770204|CLIENT_00203|30948116|249081606|17|2014-11-03 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DUO ADSL|2021-12-18 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Active|Duos BA|0|DTO FIDE S/ 25 ILIM, Fideliza Porc Internet 95% x 6 Meses, Fideliza Porc Voz 95% x 6 Meses|
SEGMENTO_004|2047909598|CLIENT_00269|90834906|508249506|31|2020-11-28 00:00:00|Suspended|||MOVISTAR SOLO INTERNET|2021-12-23 00:00:00||||||Internet Movistar|Collection Suspension ( Subscr|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_004|2031756935|CLIENT_00484|83698185|359881306|31|2016-11-26 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2017-07-21 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2005150947|CLIENT_00073|44741106|548521506|31|1986-02-05 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2027256336|CLIENT_00122|49002016|469689506|31|2013-11-14 00:00:00|Active|MOVISTAR VOZ DUO CTRL ADSL B|Active|MOVISTAR INTERNET DUO CTRL ADSL B|2021-12-30 00:00:00||||||Dúo Plano Control B|Active|Duos BA|0|AJUSTE FID S/30 ILIM|
SEGMENTO_004|2016855055|CLIENT_00971|962386021|390794437|31|2022-10-13 00:00:00|Active|||MOV INTERNET CAD DUO RA|2022-10-13 13:23:16|TV ESTANDAR HD DUO|2022-10-13 13:23:15|FTTH|CATV|Active|Dúo Internet Estándar HD RA|Active|Duos TV BA|0|Ajuste al plan ip S/14.91 por 12 meses|4
SEGMENTO_004|2011456069|CLIENT_00313|39440095|357310406|17|2017-03-11 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-12-18 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0|DTO FIDE S/ 3 ILIM|
SEGMENTO_004|2012621430|CLIENT_00065|19585595|150665406|31|2010-08-17 00:00:00|Active||||2010-08-17 00:00:00||||||Troncal|Active|MonoInt|0||
SEGMENTO_002|2050799857|CLIENT_00697|332353021|028097337|31|2023-05-06 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-05-06 12:44:19||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2051682890|CLIENT_00374|66011906|394819506|31|1981-03-24 00:00:00|Active|MOVISTAR VOZ DUO LOCAL|Active|MOVISTAR INTERNET DUO LOCAL|2021-12-18 00:00:00||||||Dúo Voz Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2001720617|CLIENT_00817|60420995|160129406|31|2022-05-19 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAE RA|2022-05-19 00:00:00|TV ESTANDAR HD A|2022-05-19 00:00:00|FTTH|CATV|Active|Trío Movistar Voz Internet Estandar HD RA|Active|Trios CATV|0||3
SEGMENTO_004|2001919358|CLIENT_00658|058707021|650322737|5|2023-02-16 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-02-16 15:41:17||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2038523791|CLIENT_00595|79285206|022542506|31|2018-02-22 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2022-02-16 00:00:00|TV ESTANDAR|2022-02-16 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Ajuste Renta Internet S/ 8.00 ILIM|4
SEGMENTO_004|2067472025|CLIENT_00049|044889811|582704137|23|2014-11-07 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2018-11-17 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2088087005|CLIENT_00689|426972121|962197537|5|2022-12-08 00:00:00|Active|||MOV INTERNET CAB RA 22|2022-12-08 14:48:25||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2039933423|CLIENT_00441|35425395|113370547|31|2024-02-28 00:00:00|Active|||MOV INTERNET CAB RA O23|2024-02-28 16:35:20||||||Internet Movistar RA O23|Active|MonoInt|0||
SEGMENTO_004|2073797693|CLIENT_00207|95119385|436783306|17|2019-07-04 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-07-04 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2043149098|CLIENT_00027|439858611|442690737|31|2023-02-09 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-02-09 18:11:42||||||Internet Movistar RA D22|Active|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_004|2011119672|CLIENT_00938|17536685|598376306|17|2020-12-09 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2020-12-09 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2096049962|CLIENT_01000|794131221|951652937|31|2023-05-18 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-05-18 09:41:26||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_002|2028712026|CLIENT_00204|71891516|082026606|31|2012-01-16 00:00:00|Active|MOVISTAR VOZ TMU M23|Active|MOV INTERNET CAF RA M23|2021-12-07 00:00:00|TV ESTANDAR HD A M23|2023-06-16 11:28:24|HFC|CATV|Active|Trío Mov. Voz Int. Estandar HD RA M23|Active|Trios CATV|0|DTO FIDE S/ 70 ILIM|2
SEGMENTO_004|2083625607|CLIENT_00352|160410421|078449147|31|2023-02-18 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-02-18 13:57:57||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2047909598|CLIENT_00269|90834906|705354047|31|2023-07-18 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-07-18 15:59:41||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2008388940|CLIENT_00121|79147306|164773506|31|2004-12-28 00:00:00|Active||||2004-12-28 00:00:00||||||080X|Active|MonoInt|0||
SEGMENTO_004|2074819724|CLIENT_00638|60435406|584654506|31|2021-09-23 00:00:00|Active|||MOV INTERNET CAD DUO RA 22|2021-09-23 00:00:00|TV ESTANDAR HD DUO|2023-04-21 12:45:29|HFC|CATV|Active|Dúo Internet Estándar HD RA D22|Active|Duos TV BA|0|Descuento IPJUL23 EXO TV S/10.00 x 12m|2
SEGMENTO_004|2045121201|CLIENT_00767|992659121|309293737|31|2023-02-27 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-02-27 15:12:58||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2060524559|CLIENT_00389|51654606|667846506|17|2022-03-02 00:00:00|Active|||MOVISTAR SOLO INTERNET|2022-03-02 00:00:00||||||Internet Movistar|Active|MonoInt|0|Ajuste Renta Internet S/ 4.50 ILIM|
SEGMENTO_004|2037220961|CLIENT_00351|176473121|523999537|31|2022-12-17 00:00:00|Active|||MOV INTERNET CAD DUO RA 22|2022-12-17 14:44:15|TV ESTANDAR HD DUO|2022-12-17 14:44:14|FTTH|CATV|Active|Dúo Internet Estándar HD RA D22|Active|Duos TV BA|0||2
SEGMENTO_004|2022681851|CLIENT_00304|03866995|353169406|31|1993-11-04 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_004|2013743067|CLIENT_00900|64205395|833163406|17|2019-09-17 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2019-09-17 00:00:00|TV ESTANDAR|2019-09-17 00:00:00|FTTH|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2045776570|CLIENT_00215|55385695|895666406|31|2021-03-21 00:00:00|Active|||MOVISTAR SOLO INTERNET|2021-03-21 00:00:00||||||Internet Movistar|Active|MonoInt|0||
SEGMENTO_004|2063960356|CLIENT_00283|13358795|298687406|17|2017-10-11 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2020-06-26 00:00:00|TV ESTANDAR|2017-10-11 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses, Fideliza Porc Voz 50% x 6 Meses|2
SEGMENTO_004|2039981438|CLIENT_00052|610439211|548734537|17|2022-11-22 00:00:00|Active|||MOV INTERNET CAB RA|2022-11-22 12:32:13||||||Internet Movistar RA|Active|MonoInt|0||
SEGMENTO_002|2045641140|CLIENT_00319|49462906|885498506|31|2016-01-26 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DUO ADSL|2021-07-20 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Active|Duos BA|0||
SEGMENTO_004|2066854509|CLIENT_00619|72894406|536244506|17|2020-03-10 00:00:00|Active|Línea Control|Active||||||||Línea Control VoIP||MonoLn|0||
SEGMENTO_004|2037039972|CLIENT_00968|81193606|504736506|17|2005-12-29 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2016-06-22 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0|INTERNET MOVIL BAF S/20|
SEGMENTO_002|2028712026|CLIENT_00204|59912516|422026606|31|2000-03-23 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2098965055|CLIENT_00623|205639021|383640537|31|2021-09-21 00:00:00|Active|||MOVISTAR DUO INTERNET B|2021-09-21 00:00:00|TV ESTANDAR A|2021-09-21 00:00:00|FTTH|CATV|Active|Dúo Internet Estándar A|Active|Duos TV BA|0||1
SEGMENTO_004|2029619768|CLIENT_00671|76871695|001126406|17|2021-03-01 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-03-01 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2040276207|CLIENT_00386|637797321|796625147|9|2023-09-11 00:00:00|Suspended|||MOV INTERNET CAB RA 22|2023-09-11 11:45:10||||||Internet Movistar RA D22|Collection Suspension ( Subscr|MonoInt|0||
SEGMENTO_001|2026242865|CLIENT_00930|62082506|806726506|31|2008-03-14 00:00:00|Active||||2008-03-14 00:00:00||||||RDSI|Active|MonoInt|0||
SEGMENTO_004|2029599576|CLIENT_00206|925858421|878165347|17|2023-12-15 00:00:00|Active|||MOV INTERNET CAB RA S23|2023-12-15 15:53:56||||||Internet Movistar RA S23|Active|MonoInt|0||
SEGMENTO_004|2050502220|CLIENT_00468|81900195|031111406|17|2020-01-14 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-10-01 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2091789509|CLIENT_00886|13715295|362362406|17|2015-12-05 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-11-30 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2024654901|CLIENT_00714|80984995|598649406|31|1970-02-04 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2018-10-16 00:00:00|TV ESTANDAR|2018-10-16 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||4
SEGMENTO_004|2094607578|CLIENT_00434|145545121|416018737|31|2023-03-16 00:00:00|Active|||MOV INTERNET CAD DUO RA S23|2023-03-16 11:07:00|TV ESTANDAR HD DUO S23|2023-03-16 11:07:01|FTTH|CATV|Active|Duo Internet Estandar HD RA S23|Active|Duos TV BA|0|Fide Prom Internet S/40 x 12 Meses|2
SEGMENTO_004|2042736285|CLIENT_00790|243317021|906065437|31|2022-10-19 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAE RA|2022-10-19 13:44:14|TV ESTANDAR HD A|2022-10-19 13:44:15|HFC|CATV|Active|Trío Movistar Voz Internet Estandar HD RA|Active|Trios CATV|0|Ajuste al plan ip S/14.91 por 12 meses|2
SEGMENTO_004|2039933423|CLIENT_00441|492475901|625170817|23|2023-12-15 00:00:00|Suspended|||MOV INTERNET CAB RA S23|2023-12-15 12:11:15||||||Internet Movistar RA S23|Collection Suspension ( Subscr|MonoInt|0|Descto Plan Internet 50% x 2 ms|
SEGMENTO_004|2025606787|CLIENT_00057|04605595|996312737|17|2023-02-15 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-02-15 13:25:45||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2010061458|CLIENT_00524|79291106|840691506|31|2016-10-26 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2016-10-26 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2003660112|CLIENT_00090|215219121|602812737|15|2023-02-17 00:00:00|Suspended|||MOV INTERNET CAB RA 22|2023-02-17 14:46:48||||||Internet Movistar RA D22|Collection Suspension ( Subscr|MonoInt|0||
SEGMENTO_002|2028712026|CLIENT_00204|52891516|882026606|31|2019-10-24 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2019-10-24 00:00:00|TV ESTANDAR|2019-10-24 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Descuento IPJUL23 EXO TV S/10.00 x 12m|2
SEGMENTO_004|2012285306|CLIENT_00349|608231121|838759737|23|2023-03-21 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-03-21 15:46:22||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2031569282|CLIENT_00055|83097995|398689406|17|2022-03-06 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA|2022-03-06 00:00:00||||||Dúo Movistar Voz Internet RA|Active|Duos BA|0||
SEGMENTO_004|2049530478|CLIENT_00538|59596206|270153506|17|2019-11-15 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2020-09-24 00:00:00|TV ESTANDAR|2019-11-15 00:00:00|FTTH|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||5
SEGMENTO_004|2013415082|CLIENT_00927|63888616|527196606|17|2016-05-17 00:00:00|Active|MOVISTAR VOZ DMU|Active|||TV ESTANDAR DIGITAL RA|2021-07-04 00:00:00|HFC|CATV|Active|Dúo Movistar Voz Estándar HD RA||Duos CATV|0||2
SEGMENTO_004|2049811464|CLIENT_00358|34361416|154989637|17|2023-02-04 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA 22|2023-02-04 10:26:20||||||Dúo Movistar Voz Internet RA D22|Active|Duos BA|0||
SEGMENTO_004|2087214722|CLIENT_00048|616621911|175351837|5|2023-03-29 00:00:00|Active|||MOV INTERNET CAD DUO RA 22|2023-03-29 17:29:36|TV ESTANDAR HD DUO|2023-03-29 17:29:35|HFC|CATV|Active|Dúo Internet Estándar HD RA D22|Active|Duos TV BA|0|Descuento IPJUL23 EXO TV S/10.00 x 12m|2
SEGMENTO_004|2094098136|CLIENT_00955|47179116|434412606|17|2019-09-14 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-09-14 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0|Fideliza Porc Internet 95% x 6 Meses, Fideliza Porc Voz 95% x 6 Meses|
SEGMENTO_004|2009085356|CLIENT_00640|33723995|946729406|31|2012-12-12 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2098965055|CLIENT_00623|634694321|742119047|31|2023-08-11 00:00:00|Active|||MOV INTERNET CAD DUO RA M23|2023-08-11 20:35:51|TV ESTANDAR HD DUO M23|2023-08-11 20:35:51|FTTH|CATV|Active|Dúo Internet Estándar HD RA M23|Active|Duos TV BA|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses|2
SEGMENTO_004|2011477272|CLIENT_00677|64288416|144113047|31|2023-07-11 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-07-11 17:47:53||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2060826481|CLIENT_00672|11187395|135583406|17|2020-02-03 00:00:00|Active|||MOV INTERNET CAB RA|2020-08-18 00:00:00||||||Internet Movistar RA|Active|MonoInt|0||
SEGMENTO_004|2002115898|CLIENT_00928|300615221|517527837|23|2023-04-24 00:00:00|Active|||MOV INTERNET CAD DUO RA 22|2023-04-24 15:24:10|TV ESTANDAR HD DUO|2023-04-24 15:24:13|HFC|CATV|Active|Dúo Internet Estándar HD RA D22|Active|Duos TV BA|0||2
SEGMENTO_004|2083487599|CLIENT_00850|87403016|781033937|31|2023-05-20 00:00:00|Active|||MOV INTERNET CAD DUO RA 22|2023-05-20 15:03:20|TV ESTANDAR HD DUO|2023-05-20 15:03:20|HFC|CATV|Active|Dúo Internet Estándar HD RA D22|Active|Duos TV BA|0||2
SEGMENTO_004|2001304335|CLIENT_00428|581765021|189262437|31|1995-05-26 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2020-07-01 00:00:00|TV ESTANDAR|2020-07-01 00:00:00|FTTH|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2030808313|CLIENT_00059|72611706|235286506|31|1967-09-01 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-12-07 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0|DTO FIDE S/ 3 ILIM|
SEGMENTO_004|2028628577|CLIENT_00851|29951606|050486937|17|2023-06-08 00:00:00|Active|MOVISTAR VOZ TMU M23|Active|MOV INTERNET CAF RA M23|2023-06-08 14:04:53|TV ESTANDAR HD A M23|2023-06-08 14:04:57|HFC|CATV|Active|Trío Mov. Voz Int. Estandar HD RA M23|Active|Trios CATV|0||6
SEGMENTO_004|2045107949|CLIENT_00795|73204006|311430506|31|2009-08-24 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_004|2009112149|CLIENT_00532|57157385|727473306|17|2011-10-15 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-06-11 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2058024554|CLIENT_00604|073927521|613780547|31|2024-03-01 00:00:00|Active|||MOV INTERNET CAB RA S23|2024-03-01 15:48:23||||||Internet Movistar RA S23|Active|MonoInt|0||
SEGMENTO_004|2070262664|CLIENT_00155|26655495|204464406|31|2015-08-27 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2020-07-01 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2011722087|CLIENT_00088|46817685|210386306|31|2020-08-25 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAF RA|2020-08-25 00:00:00|TV ESTANDAR HD A|2020-08-25 00:00:00|FTTH|CATV|Active|Trío Mov. Voz Internet Estandar HD RA D22|Active|Trios CATV|0||2
SEGMENTO_004|2024991600|CLIENT_00919|53129095|046023937|31|2023-05-20 00:00:00|Suspended|MOVISTAR VOZ TMU S23|Suspended|MOV INTERNET CAF RA S23|2023-05-20 16:20:13|TV ESTANDAR HD A S23|2023-05-20 16:20:09|FTTH|CATV|Suspended|Trio Mov. Voz Int. Estandar HD RA S23|Suspended|Trios CATV|0|Descuento IPJUL23 EXO TV S/10.00 x 12m, Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses, Fideliza Porc Voz 50% x 6 Meses|2
SEGMENTO_002|2032318459|CLIENT_00719|92412895|563638406|31|2008-08-02 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET ADSL TRÍO HD|2021-09-01 00:00:00|TV ESTANDAR|2021-09-01 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD A|Active|Trios CATV|0||3
SEGMENTO_004|2067006652|CLIENT_00878|60291206|096022506|17|2015-01-08 00:00:00|Active|MOVISTAR VOZ DUO LOCAL|Active|MOVISTAR INTERNET DUO LOCAL|2017-04-28 00:00:00||||||Dúo Voz Plano Local Internet|Active|Duos BA|0|Ajuste Renta Internet S/ 15.00 ILIM|
SEGMENTO_004|2000507960|CLIENT_00943|24907795|992587406|17|2019-09-10 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2020-08-31 00:00:00|TV ESTANDAR|2019-09-10 00:00:00|FTTH|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses, Fideliza Porc Voz 50% x 6 Meses|2
SEGMENTO_004|2022589688|CLIENT_00286|99640706|981307506|99|2014-08-19 00:00:00|Active|TPI PREPAGO|Active||||||||TPI PREPAGO||MonoLn|0||
SEGMENTO_004|2000829287|CLIENT_00703|645411321|943050047|31|2023-06-27 00:00:00|Active|MOVISTAR VOZ TMU M23|Active|MOV INTERNET CAF RA M23|2023-06-27 14:55:43|TV ESTANDAR HD A M23|2023-06-27 14:55:45|HFC|CATV|Active|Trío Mov. Voz Int. Estandar HD RA M23|Active|Trios CATV|0||3
SEGMENTO_004|2014579954|CLIENT_00512|74424795|880447406|31|2008-09-16 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-11-13 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2062894104|CLIENT_00158|90856906|155881537|31|2022-11-11 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAE RA|2022-11-11 18:23:29|TV ESTANDAR HD A|2022-11-11 18:23:28|HFC|CATV|Active|Trío Movistar Voz Internet Estandar HD RA|Active|Trios CATV|0||2
SEGMENTO_004|2050636428|CLIENT_00398|14324285|937342306|31|2019-01-30 00:00:00|Suspended|||MOVISTAR INTERNET TRÍO|2019-10-25 00:00:00|TV ESTANDAR|2019-01-30 00:00:00|HFC|CATV|Collection Suspension ( Subscr|Trío Plano Local Internet Estándar HD|Collection Suspension ( Subscr||0||3
SEGMENTO_004|2014716920|CLIENT_00769|42605416|934274606|31|2019-12-27 00:00:00|Active|Línea Tarifa Plana Local|Active||||||||Línea Tarifa Plana Local VoIP||MonoLn|0||
SEGMENTO_004|2069670596|CLIENT_00647|147374421|200108247|9|2023-11-09 00:00:00|Active|||MOV INTERNET CAD DUO RA S23|2023-11-09 14:42:20|TV ESTANDAR HD DUO S23|2023-11-09 14:42:21|FTTH|CATV|Active|Duo Internet Estandar HD RA S23|Active|Duos TV BA|0||2
SEGMENTO_002|2078694927|CLIENT_00385|69590106|725011506|31|1967-09-01 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2078721881|CLIENT_00115|28353885|012548306|17|2019-10-16 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2019-10-16 00:00:00|TV ESTANDAR|2019-10-16 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2093540049|CLIENT_00323|42920885|272418306|17|2006-04-20 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2021-07-04 00:00:00|TV ESTANDAR|2021-07-04 00:00:00|FTTH|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses, Fideliza Porc Voz 50% x 6 Meses|9
SEGMENTO_002|2078929230|CLIENT_00522|65140606|662626506|31|2020-11-24 00:00:00|Active|||MOVISTAR SOLO INTERNET|2021-12-23 00:00:00||||||Internet Movistar|Active|MonoInt|0||
