SEGMENTO_PAIS|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|FLAG_STAFF|PRODUCTO|FECHA_ALTA|ESTADO_LINEA|ESTADO_TELEFONO_RAZON|TIPO_LINEA|PRODUCT_DESC|PLAN_PRINCIPAL|CANT_PROMOCIONES|PROM_DSCTO|PLAN_ROAMING_DATOS|Fecha_Inicio_Permanencia|Fecha_Fin_Permanencia|Meses_Permanencia
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|28/04/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|20/12/2024|19/06/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|28/04/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|05/01/2026||
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|22/04/2015|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|08/03/2021|07/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|04/02/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|03/05/2021|02/11/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|18/06/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 18m|Activación MB Internacionales|03/04/2025|02/10/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|08/03/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/39.9 IV|||Activación MB Internacionales|19/02/2025|18/08/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|24/09/2015|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|23/10/2024|22/04/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|03/09/2015|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|23/02/2021|22/08/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|05/05/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|07/08/2024|06/02/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|26/12/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|04/03/2021|03/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|17/11/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|08/03/2021|07/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|10/11/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|04/12/2025||
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|BAM|30/10/2017|Activo|Pedido de Cliente|Equipo|BAM Empresas|Internet movil_6GB|1|Descuento de 70% al plan||30/10/2017||
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|20/10/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|08/03/2021|19/09/2024|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|20/10/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9 IV|1|Descuento de 50% al plan x 18m|Activación MB Internacionales|14/02/2025|13/08/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|24/11/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|08/03/2021|07/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|17/12/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|||Activación MB Internacionales|21/09/2024|20/03/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|02/12/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|09/03/2021|08/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|19/11/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|04/12/2025||
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|17/10/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|21/01/2026|20/07/2027|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|14/02/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/39.9 IV|||Activación MB Internacionales|25/06/2025|24/12/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|25/01/2017|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|24/02/2021|23/08/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|19/01/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 18m|Activación MB Internacionales|03/04/2025|02/10/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|06/04/2018|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|22/12/2023|21/06/2025|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|18/09/2018|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|17/12/2024|16/06/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|09/04/2019|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9 IV|1|Descuento de 50% al plan x 18m|Activación MB Internacionales|14/02/2025|13/08/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|27/03/2019|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|17/12/2024|16/06/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|27/08/2019|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9 IV|1|Descuento de 50% al plan x 18m|Activación MB Internacionales|13/02/2025|12/08/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|BAM|11/05/2018|Activo|Pedido de Cliente|Equipo|BAM Empresas|Internet movil_6GB|1|Descuento de 70% al plan x 12 meses||11/05/2018||
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|27/11/2018|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 18m|Activación MB Internacionales|03/04/2025|02/10/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|27/11/2018|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/39.9 IV|||Activación MB Internacionales|13/10/2025|12/04/2027|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|13/05/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|04/12/2024|03/06/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|23/01/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|24/02/2021|23/08/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|07/01/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|04/12/2025||
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|16/12/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 18m|Activación MB Internacionales|03/04/2025|02/10/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|19/11/2013|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|03/05/2021|03/11/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|19/12/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|07/08/2024|06/02/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|13/05/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/39.9 IV|||Activación MB Internacionales|25/06/2025|24/12/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|16/10/2015|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|09/03/2021|08/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|17/01/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|07/08/2024|06/02/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|02/01/2017|Activo|Negociación Equipo y/o SimCard|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|23/02/2021|04/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|19/11/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|08/03/2021|07/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|19/11/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|17/12/2024|16/06/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|19/11/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|23/02/2021|22/08/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|17/10/2013|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9 IV|1|Descuento de 50% al plan x 18m|Activación MB Internacionales|13/02/2025|12/08/2026|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|12/08/2015|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|04/03/2021|03/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|18/11/2015|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|23/02/2021|22/08/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|05/10/2015|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|05/01/2026||
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|05/05/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|04/12/2025||
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|13/11/2014|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|09/03/2021|08/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|27/08/2014|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|09/03/2021|08/09/2022|18
SEGMENTO_002|2029902035|CLIENT_00756|44954575|532128993|N|Movil Abierto|23/01/2019|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 69.9 IV|2|Descuento de 70% al plan x 12 meses|Activación MB Internacionales|08/03/2021|07/09/2022|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|05/02/2018|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|26/11/2024|25/05/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|05/02/2018|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|25/11/2024|24/05/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|05/02/2018|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|25/11/2024|24/05/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|19/01/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|26/11/2024|25/05/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|19/01/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|26/11/2024|25/05/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|19/01/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|26/11/2024|25/05/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_004|2006459799|CLIENT_00837|74471575|650399393|N|Movil Abierto|14/03/2017|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|||Activación MB Internacionales|06/12/2022|05/06/2024|18
SEGMENTO_004|2006459799|CLIENT_00837|74471575|020967501|N|Movil Abierto|24/12/2018|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32||||02/04/2026||
SEGMENTO_004|2006459799|CLIENT_00837|74471575|956140983|N|Movil Abierto|05/09/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|||Activación MB Internacionales|06/12/2022|05/06/2024|18
SEGMENTO_004|2006459799|CLIENT_00837|74471575|786140983|N|Movil Abierto|05/09/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|06/12/2024|05/12/2025|12
SEGMENTO_004|2006459799|CLIENT_00837|74471575|522164293|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|||Activación MB Internacionales|15/06/2023||
SEGMENTO_004|2006459799|CLIENT_00837|74471575|752164293|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32||||23/09/2020|22/03/2022|18
SEGMENTO_004|2006459799|CLIENT_00837|74471575|068080793|N|Movil Abierto|08/08/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|||Activación MB Internacionales|13/03/2025|12/03/2026|12
SEGMENTO_004|2006459799|CLIENT_00837|74471575|871233003|N|Movil Abierto|14/09/2006|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|||Activación MB Internacionales|20/09/2024|19/09/2025|12
SEGMENTO_004|2058314802|CLIENT_00763|236245531|636986067|N|Movil Abierto|23/03/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|22/03/2026||
SEGMENTO_004|2058314802|CLIENT_00763|236245531|860296067|N|Movil Abierto|23/03/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|22/03/2026||
SEGMENTO_004|2058314802|CLIENT_00763|236245531|585196067|N|Movil Abierto|23/03/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|22/03/2026||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|478621057|N|Movil Abierto|31/10/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|29/10/2024|28/04/2026|18
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
SEGMENTO_002|2098363854|CLIENT_00063|80290575|421513101|N|Movil Abierto|18/03/2021|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 62.9 I|||Activación MB Internacionales|05/11/2022||
